Wall time,Step,Value
1661963452.033935,150000,10584593.0
1661963573.6158264,300000,10702450.0
1661963695.6604338,450000,10878230.0
1661963816.7813249,600000,10977107.0
1661963938.1195943,750000,10507781.0
1661964058.8220077,900000,10462011.0
1661964180.233716,1050000,14219648.0
1661964302.7367148,1200000,10237372.0
1661964426.856388,1350000,10619351.0
1661964549.904834,1500000,10557063.0
1661964672.4526832,1650000,10622597.0
1661964797.0055559,1800000,18013266.0
1661964919.5396242,1950000,10264946.0
1661965042.8162951,2100000,10542060.0
1661965165.1111388,2250000,11246367.0
1661965287.9654737,2400000,17805362.0
1661965410.0709586,2550000,10385926.0
1661965529.7026544,2700000,19896098.0
1661965650.832145,2850000,10255880.0
1661965773.1342893,3000000,10325785.0
1661965898.1926315,3150000,10267328.0
1661966021.2126453,3300000,98112112.0
1661966143.6435635,3450000,10098482.0
1661966264.7548902,3600000,33689992.0
1661966385.0993,3750000,10295493.0
1661966507.1902661,3900000,95966056.0
1661966630.7574105,4050000,12854081.0
1661966752.5147483,4200000,10224386.0
1661966874.829437,4350000,97166768.0
1661966996.7551394,4500000,96368600.0
1661967117.1393597,4650000,14240444.0
1661967237.7132337,4800000,20574182.0
1661967360.9053342,4950000,9884139.0
1661967486.9923666,5100000,97624664.0
1661967610.0357351,5250000,15963258.0
1661967734.063229,5400000,9873442.0
1661967855.6221118,5550000,9954253.0
1661967976.1430001,5700000,9854097.0
1661968096.0019658,5850000,9397552.0
1661968219.316249,6000000,9643904.0
1661968341.391649,6150000,24612560.0
1661968462.104827,6300000,9871200.0
1661968584.265347,6450000,9493275.0
1661968705.4134684,6600000,9498515.0
1661968829.6038694,6750000,9864126.0
1661968951.1434636,6900000,9256806.0
1661969073.2203722,7050000,9376012.0
1661969194.4937294,7200000,9717040.0
1661969314.8418372,7350000,9653981.0
1661969438.3047569,7500000,9317542.0
1661969561.6508186,7650000,34661148.0
1661969683.4157355,7800000,10930533.0
1661969804.2799182,7950000,29768676.0
1661969927.77234,8100000,9445992.0
1661970049.920259,8250000,10585665.0
1661970170.9057765,8400000,9393670.0
1661970295.4084215,8550000,9350022.0
1661970419.3106372,8700000,9323614.0
1661970545.647138,8850000,14259365.0
1661970668.429255,9000000,8963917.0
1661970790.7666168,9150000,9094623.0
1661970913.6571636,9300000,9098786.0
1661971035.5151832,9450000,9578871.0
1661971155.811512,9600000,8976641.0
1661971277.1986423,9750000,9203943.0
1661971399.2579026,9900000,29439836.0
1661971520.9177299,10050000,9319827.0
1661971644.4362855,10200000,10315884.0
1661971766.3896625,10350000,8984435.0
1661971888.2883308,10500000,9075753.0
1661972008.51475,10650000,12818480.0
1661972132.4450629,10800000,8898593.0
1661972256.1391118,10950000,15518630.0
1661972378.7563088,11100000,8945712.0
1661972502.6784725,11250000,10815201.0
1661972624.004646,11400000,8878173.0
1661972747.2022262,11550000,9114971.0
1661972871.94982,11700000,87592144.0
1661972995.7624252,11850000,8759679.0
1661973120.6192775,12000000,8978082.0
1661973243.9221787,12150000,8593472.0
1661973367.4407964,12300000,93383408.0
1661973489.0427468,12450000,8589771.0
1661973613.2571177,12600000,8320924.5
1661973736.4469604,12750000,8711827.0
1661973859.5735567,12900000,12504789.0
1661973984.3619282,13050000,11154818.0
1661974108.4024122,13200000,8207479.0
1661974231.523985,13350000,8167857.5
1661974353.2571127,13500000,8295732.5
1661974474.3688142,13650000,8682516.0
1661974619.854908,13800000,93369880.0
1661974757.7846248,13950000,71185864.0
1661974883.56454,14100000,11231850.0
1661975008.093649,14250000,81917992.0
1661975134.645855,14400000,73962904.0
1661975258.3316019,14550000,8451668.0
1661975384.0477114,14700000,7971453.0
1661975508.8195171,14850000,8744712.0
1661975632.954328,15000000,8391326.0
1661975754.0083268,15150000,8278620.0
1661975876.4077823,15300000,8551692.0
1661976001.3222325,15450000,10812024.0
1661976125.6353824,15600000,8589365.0
1661976248.5670748,15750000,12235771.0
1661976372.5553608,15900000,10927600.0
1661976499.7698314,16050000,8072392.5
1661976624.0399077,16200000,22642548.0
1661976749.9078972,16350000,93939040.0
1661976873.6952095,16500000,9894585.0
1661976994.491061,16650000,8255689.5
1661977117.4136202,16800000,9906362.0
1661977241.6499603,16950000,8239590.5
