Wall time,Step,Value
1661883160.1380906,150000,30021432.0
1661883402.0746913,300000,1694482.875
1661883632.5659938,450000,4478297.0
1661883833.59075,600000,1548884.25
1661884044.6465464,750000,1495526.0
1661884279.3601754,900000,2027818.0
1661884491.6564295,1050000,3953180.5
1661884713.6940918,1200000,16823142.0
1661884935.9488363,1350000,1283206.0
1661885176.7910614,1500000,1221059.375
1661885367.859065,1650000,1050239.25
1661885583.3238657,1800000,1411640.5
1661885803.6069014,1950000,2229151.0
1661886013.1422694,2100000,845297.125
1661886210.915031,2250000,1093801.875
1661886388.6414194,2400000,795368.8125
1661886581.9051986,2550000,2046653.75
1661886746.3497815,2700000,1062108.125
1661886917.2004683,2850000,15428963.0
1661887123.5340073,3000000,12491753.0
1661887333.8275633,3150000,4949832.0
1661887559.964064,3300000,2357854.0
1661887780.0538442,3450000,12714925.0
1661887991.7314744,3600000,12784312.0
1661888207.3237352,3750000,362716.875
1661888429.3061984,3900000,9447167.0
1661888607.494826,4050000,13424819.0
1661888845.9454687,4200000,1945126.25
1661889099.5938423,4350000,298567.75
1661889296.6919243,4500000,722833.0
1661889533.4219432,4650000,587666.625
1661889736.1655638,4800000,235951.28125
1661889989.5848632,4950000,211612.984375
1661890184.7569494,5100000,2086285.375
1661890398.6838331,5250000,190949.890625
1661890604.005175,5400000,1183584.0
1661890823.3029208,5550000,4426968.0
1661891069.9449923,5700000,131106.828125
1661891266.5459425,5850000,574569.125
1661891463.226653,6000000,543461.625
1661891669.8545887,6150000,93160.1484375
1661891886.0711675,6300000,4156341.25
1661892082.6905818,6450000,74875.8359375
1661892303.168104,6600000,56941.75390625
1661892504.8256087,6750000,494896.0625
1661892711.0879986,6900000,3169072.0
1661892913.9931426,7050000,269052.40625
1661893103.1004484,7200000,38350.1484375
1661893344.746455,7350000,268545.0
1661893537.6817803,7500000,11038058.0
1661893775.0714157,7650000,442066.84375
1661893971.4116027,7800000,9397043.0
1661894187.433032,7950000,1628587.625
1661894359.0248249,8100000,4682702.0
1661894568.7665925,8250000,241875.59375
1661894771.5802004,8400000,8150948.0
1661894951.1780953,8550000,9634149.0
1661895172.660391,8700000,514698.53125
1661895403.7169857,8850000,5908211.0
1661895617.89812,9000000,14317781.0
1661895835.0351517,9150000,10352693.0
1661896023.6419983,9300000,8894171.0
1661896261.833322,9450000,11571740.0
1661896467.1225324,9600000,11686289.0
1661896674.0460932,9750000,11910692.0
1661896915.147407,9900000,10866445.0
1661897168.7887018,10050000,1787719.25
1661897343.9605694,10200000,1744599.875
1661897531.044227,10350000,9019170.0
1661897751.1186926,10500000,529422.6875
1661897942.3899758,10650000,1145854.25
1661898135.2502754,10800000,10719733.0
1661898306.6180177,10950000,9455630.0
1661898488.6103551,11100000,10674297.0
1661898726.155604,11250000,5484728.5
1661898963.9395635,11400000,8661258.0
1661899224.7374341,11550000,12548817.0
1661899431.7444541,11700000,6115498.5
1661899640.2848117,11850000,7999032.0
1661899830.49538,12000000,27584.580078125
1661900021.610242,12150000,7930250.5
1661900232.2020044,12300000,9730855.0
1661900444.3859668,12450000,2034477.875
1661900641.0070255,12600000,3214632.25
1661900857.3448217,12750000,10403879.0
1661901095.128858,12900000,14350818.0
1661901284.4429173,13050000,10540229.0
1661901465.3442998,13200000,10978732.0
1661901641.087012,13350000,10180833.0
1661901865.171399,13500000,5200446.5
1661902064.5396798,13650000,7912062.5
1661902287.5121963,13800000,6466695.5
1661902515.20904,13950000,4684557.0
1661902730.4465537,14100000,110289.75
1661902960.180187,14250000,9021.5126953125
1661903172.4701042,14400000,10681566.0
1661903373.4890313,14550000,12502.255859375
1661903569.2137594,14700000,12298031.0
1661903772.8541038,14850000,10305067.0
