Wall time,Step,Value
1665355460.898119,150000,3031467.0
1665355620.7624297,300000,17486626.0
1665355779.6846693,450000,1624757.125
1665355937.3693092,600000,2087200.625
1665356096.7566538,750000,2677022.0
1665356255.4874713,900000,1423473.625
1665356503.0000029,1050000,2648716.25
1665356748.22134,1200000,2605899.5
1665356931.9257355,1350000,1272845.625
1665357090.674457,1500000,1802151.25
1665357251.940024,1650000,1186996.125
1665357414.126989,1800000,1012106.25
1665357576.5535603,1950000,1685597.0
1665357738.1164184,2100000,1130576.375
1665357895.9912066,2250000,849698.125
1665358054.3546312,2400000,1308505.25
1665358235.1085365,2550000,680083.9375
1665358394.0418153,2700000,696529.875
1665358552.8084989,2850000,1118643.5
1665358710.8290675,3000000,1075231.125
1665358868.5812533,3150000,568429.125
1665359026.1041632,3300000,522540.6875
1665359184.051253,3450000,23806340.0
1665359345.433732,3600000,24051362.0
1665359505.2898984,3750000,373889.125
1665359665.3741667,3900000,16220447.0
1665359827.290118,4050000,13756796.0
1665359987.6806874,4200000,3631217.25
1665360148.5821896,4350000,10964819.0
1665360306.9994233,4500000,10515091.0
1665360464.2183259,4650000,13290354.0
1665360647.6650443,4800000,4975088.5
1665360808.0138974,4950000,5348788.5
1665360968.228605,5100000,10923651.0
1665361130.5942264,5250000,10329963.0
1665361292.651354,5400000,8427779.0
1665361454.2243733,5550000,1552268.0
1665361611.7665243,5700000,6968407.5
1665361772.5687234,5850000,16301874.0
1665361931.5843265,6000000,3782501.0
1665362092.7733786,6150000,17874648.0
1665362254.556074,6300000,18726770.0
1665362416.2176015,6450000,16699882.0
1665362578.135383,6600000,15604620.0
1665362738.784425,6750000,13897996.0
1665362900.7579362,6900000,14942149.0
1665363060.4263027,7050000,2053235.625
1665363221.7395751,7200000,4049774.25
1665363381.970626,7350000,15715042.0
1665363545.0333412,7500000,13407174.0
1665363704.6101882,7650000,1636741.0
1665363865.9084272,7800000,832160.25
1665364027.9582691,7950000,14333320.0
1665364186.0257888,8100000,246114.0
1665364345.2449093,8250000,680249.125
1665364555.6844814,8400000,4586831.5
1665364804.2599857,8550000,9714419.0
1665365060.2696095,8700000,8364226.5
1665365313.0453677,8850000,9705764.0
1665365562.042436,9000000,17017.984375
1665365797.885659,9150000,6998500.5
1665365957.8439517,9300000,13102773.0
1665366120.7928646,9450000,12066532.0
1665366283.3319147,9600000,9670509.0
1665366444.5679426,9750000,6801791.5
1665366689.9448793,9900000,2232676.5
1665366945.1860247,10050000,10900258.0
1665367121.4457886,10200000,15202727.0
1665367283.5746233,10350000,12908280.0
1665367445.7367182,10500000,10903503.0
1665367609.6010342,10650000,10333689.0
1665367771.0665631,10800000,14338104.0
1665367935.4567308,10950000,6247192.5
1665368102.3632016,11100000,202292.96875
1665368277.3649106,11250000,9527361.0
1665368439.756627,11400000,8676090.0
1665368626.608744,11550000,14142978.0
1665368874.2972105,11700000,5946749.0
1665369079.7931037,11850000,10747725.0
1665369241.0333335,12000000,5235905.5
1665369421.2887216,12150000,11874882.0
1665369676.126646,12300000,6224990.0
1665369927.7132273,12450000,9907310.0
1665370185.2541206,12600000,5156193.0
1665370347.56365,12750000,10027225.0
1665370510.124332,12900000,3990764.5
1665370672.211986,13050000,6268604.0
1665370835.6865106,13200000,2142004.0
1665370997.1406136,13350000,3275764.5
1665371161.0479398,13500000,4522795.0
1665371323.7915232,13650000,3072660.25
1665371485.459317,13800000,8317288.5
1665371648.786399,13950000,20504.408203125
1665371810.9085717,14100000,4108579.5
1665371971.5701885,14250000,301987.9375
1665372129.9364166,14400000,1968512.25
1665372287.6406918,14550000,24768.205078125
1665372448.7210693,14700000,1436319.125
1665372607.0399764,14850000,2111534.75
1665372765.3277342,15000000,115635.8046875
1665372925.6027455,15150000,2357788.25
1665373084.710249,15300000,9138820.0
1665373245.6551695,15450000,16308308.0
1665373406.728943,15600000,2481955.25
1665373569.40602,15750000,3111419.0
1665373734.4524868,15900000,5349372.5
1665373897.8650527,16050000,1649444.125
1665374057.0350823,16200000,1222118.0
1665374218.4238622,16350000,1141257.25
1665374379.5316188,16500000,11520487.0
1665374540.0017364,16650000,2758455.5
1665374699.586094,16800000,6717011.5
1665374858.3625612,16950000,433130.03125
1665375019.4208705,17100000,610799.75
1665375177.3647294,17250000,320407.78125
1665375336.5824697,17400000,770830.9375
1665375495.7298696,17550000,21197.236328125
1665375653.9707565,17700000,198198.515625
1665375810.903678,17850000,860266.8125
1665375967.7169654,18000000,1513674.0
1665376125.7586052,18150000,189886.75
1665376282.907229,18300000,166847.71875
1665376440.4857292,18450000,97791.1796875
1665376600.0080206,18600000,3885.945556640625
1665376763.8068938,18750000,83844.328125
1665376921.7068005,18900000,51940.8203125
1665377080.1010482,19050000,22365.052734375
1665377238.132298,19200000,8967.33984375
1665377398.242178,19350000,1393.7012939453125
1665377560.1247678,19500000,7992806.5
1665377723.5309935,19650000,1705695.5
1665377883.5996335,19800000,1571788.25
1665492543.8651056,19950000,10346.3271484375
1665492788.1162605,20100000,1692048.875
1665493042.166068,20250000,1598852.5
1665493287.3328602,20400000,1439230.875
1665493535.584905,20550000,0.3046993017196655
1665493776.239835,20700000,0.9494242072105408
1665494023.6267765,20850000,0.07356969267129898
1665494270.0130045,21000000,1761556.875
1665494513.6397054,21150000,10163645.0
1665494768.3164964,21300000,1481013.75
1665495018.0952199,21450000,977300.25
1665495272.123324,21600000,12802329.0
1665495520.3803105,21750000,13402.642578125
1665495774.947578,21900000,2242615.75
1665496021.5167956,22050000,139.8562774658203
1665496272.8383188,22200000,5526300.5
1665496524.8694446,22350000,72.56673431396484
1665496778.866116,22500000,5468520.5
1665497023.7381794,22650000,696523.1875
1665497268.049335,22800000,880612.125
1665497511.0188937,22950000,2185095.75
1665497755.337639,23100000,0.11699210852384567
1665497999.7968931,23250000,0.06730252504348755
1665498242.892002,23400000,0.06394462287425995
1665498490.5530167,23550000,1.637938141822815
1665498733.292845,23700000,1584132.375
1665498981.1894693,23850000,574127.9375
1665499227.9329197,24000000,911338.9375
1665499470.6178222,24150000,238252.0625
1665499714.439544,24300000,30622.470703125
1665499967.6314542,24450000,127.58236694335938
1665500213.9781659,24600000,11318391.0
1665500468.6431053,24750000,14603216.0
1665500711.9956636,24900000,1645023.5
1665500964.1710725,25050000,515.64599609375
1665501215.7486928,25200000,2258757.25
1665501463.9006088,25350000,1831053.625
1665501707.1479228,25500000,44116.0390625
1665501949.9937768,25650000,1908069.375
1665502196.8156977,25800000,745.9816284179688
1665502441.9740074,25950000,662180.375
1665502685.8628452,26100000,1629938.375
1665502931.2351089,26250000,1454182.0
1665503185.1102777,26400000,14371313.0
1665503434.2951148,26550000,6941929.5
1665503686.535459,26700000,1611515.5
1665503938.0626962,26850000,891857.3125
1665504187.876399,27000000,2253076.75
1665504434.3808568,27150000,1196821.375
1665504686.8778982,27300000,2346626.75
1665504936.2704978,27450000,11196949.0
1665505187.7205844,27600000,9570313.0
1665505442.1649826,27750000,52793.17578125
1665505699.2127633,27900000,5424792.0
1665505951.0453036,28050000,12169593.0
1665506205.088843,28200000,125175.140625
1665506462.4817283,28350000,10289950.0
1665506715.2623196,28500000,715952.0
1665506972.3940005,28650000,398596.0
1665507224.1030688,28800000,16686983.0
1665507475.6409068,28950000,336846.53125
1665507728.6354182,29100000,771576.125
1665507979.59209,29250000,1460197.5
1665508229.5992165,29400000,13325940.0
1665508483.9753609,29550000,813978.0625
1665508732.2452433,29700000,3158507.5
1665508981.8668098,29850000,11277070.0
1665509229.1449232,30000000,11196762.0
1665509474.9893835,30150000,3644542.0
1665509726.9272208,30300000,14454601.0
1665509977.8486292,30450000,6773150.0
1665510227.815374,30600000,342744.46875
1665510471.0939062,30750000,625405.4375
1665510716.9648602,30900000,2333775.25
1665510972.4619634,31050000,3165992.5
1665511226.295244,31200000,596107.25
1665511472.742091,31350000,1547396.0
1665511718.242626,31500000,1219643.25
1665511961.8560586,31650000,3552024.75
1665512221.1439457,31800000,17.042505264282227
1665512476.6676965,31950000,196.99534606933594
1665512724.5110452,32100000,8887864.0
1665512975.929514,32250000,2497.38818359375
1665513230.221041,32400000,973470.75
1665513470.9576256,32550000,1985650.25
1665513719.6060395,32700000,391517.21875
1665513956.6870775,32850000,2460634.5
1665514204.947867,33000000,750044.0
1665514454.3389711,33150000,1065074.625
1665514700.1931212,33300000,2058840.75
1665514950.0911403,33450000,1440383.5
1665515192.9372797,33600000,28707.8671875
1665515434.8665934,33750000,1585775.75
1665515683.4688509,33900000,1190298.875
1665515935.141483,34050000,2172571.0
1665516190.4158814,34200000,1342832.625
1665516444.4719176,34350000,868847.1875
1665516687.364516,34500000,1708223.75
1665516934.0531003,34650000,1122279.75
1665517188.2326508,34800000,2518506.5
1665517441.207738,34950000,804970.1875
1665517688.1360638,35100000,1837873.75
1665517938.090088,35250000,13154465.0
1665518189.3300052,35400000,325155.0625
1665518438.8490565,35550000,12349124.0
1665518716.5734062,35700000,5522179.5
1665519006.5624232,35850000,2114471.5
1665519364.0368514,36000000,2318000.5
1665519688.930549,36150000,804030.6875
1665519942.3999603,36300000,1731868.875
1665520293.3224678,36450000,1393001.125
1665520660.7387707,36600000,115286.984375
1665521024.187344,36750000,982222.25
1665521376.4644396,36900000,2272644.5
1665521737.5832474,37050000,6536614.5
1665522097.3968728,37200000,737781.625
1665522463.6754713,37350000,5042100.0
1665522812.927983,37500000,6697.91748046875
1665523166.7160609,37650000,844428.5
1665523532.087971,37800000,1080731.25
1665523893.1857257,37950000,678840.25
1665524249.4935062,38100000,28295.08984375
1665524617.2469459,38250000,8094.72265625
1665524988.8809502,38400000,134279.71875
1665525359.3667383,38550000,1607.2802734375
1665525717.220872,38700000,1674854.75
1665526076.2538488,38850000,1709217.125
1665526440.447682,39000000,4917466.0
1665526805.819483,39150000,1929250.5
1665527163.8777602,39300000,1001200.3125
1665527529.3076417,39450000,1324636.75
1665527887.3468225,39600000,13221100.0
1665597349.820004,39750000,19265744.0
1665597593.3773093,39900000,687257.5625
1665597837.9857981,40050000,865378.875
1665598081.010601,40200000,0.3111785054206848
1665598323.951595,40350000,4070.508056640625
1665598565.364245,40500000,1875765.5
1665598815.8231916,40650000,0.0033698519691824913
1665599061.0371954,40800000,0.45114803314208984
1665599310.128872,40950000,1875050.125
1665599557.4441855,41100000,1279790.25
1665599805.3669896,41250000,0.028173165395855904
1665600050.2636418,41400000,26905.1875
1665600298.7141292,41550000,0.2218552529811859
1665600546.4524534,41700000,0.0554208941757679
1665600794.1601896,41850000,600.407470703125
1665601039.480379,42000000,0.21352432668209076
1665601291.6808894,42150000,0.48312050104141235
1665601542.77178,42300000,1273531.375
1665601786.5169575,42450000,0.08621957153081894
1665602036.5477333,42600000,1384366.5
1665602285.5077288,42750000,0.06854879856109619
1665602525.5001419,42900000,0.13805921375751495
1665602771.7929654,43050000,0.03385443612933159
1665603020.563547,43200000,708027.8125
1665603268.2267015,43350000,0.6047855019569397
1665603516.1186712,43500000,0.28607118129730225
1665603764.0925632,43650000,2531826.5
1665604011.2943351,43800000,0.031861208379268646
1665604252.185556,43950000,0.059977028518915176
1665604493.4489214,44100000,2885647.0
1665604742.5155635,44250000,2230.641845703125
1665604994.1503925,44400000,4.620506286621094
1665605243.0710852,44550000,2504440.5
1665605503.9900308,44700000,113.76690673828125
1665605749.6446562,44850000,7.8493123054504395
1665605990.743672,45000000,2506.955322265625
1665606233.4689074,45150000,1355289.875
1665606479.727537,45300000,1913900.0
1665606729.457974,45450000,1779391.5
1665606984.8289392,45600000,165.54083251953125
1665607236.2854493,45750000,26.097169876098633
1665607484.0867126,45900000,902.3513793945312
1665607729.4627285,46050000,20540.552734375
1665607983.0108564,46200000,41.16495895385742
1665608231.3608878,46350000,1442757.125
1665608483.5912178,46500000,208.8973388671875
1665608731.3008938,46650000,1596548.0
1665608981.52464,46800000,16.057445526123047
1665609227.9694963,46950000,860745.25
1665609477.9611447,47100000,8917.21875
1665609724.1511111,47250000,1673454.5
1665609968.0904713,47400000,159670.4375
1665610219.9808867,47550000,57.186920166015625
1665610467.0327656,47700000,1701107.875
1665610718.197595,47850000,5523.07421875
1665610959.3641338,48000000,10670105.0
1665611209.7264888,48150000,87143.2578125
1665611462.2112591,48300000,501.7217102050781
1665611714.455373,48450000,10794611.0
1665611963.527158,48600000,5883148.5
1665612220.507942,48750000,4.271093368530273
1665612469.138681,48900000,7404966.0
1665612716.6208413,49050000,760.4464721679688
1665612976.4823625,49200000,243646.21875
1665613227.324877,49350000,75924.515625
1665613482.461342,49500000,578610.4375
